"goodreads_book_id","best_book_id","work_id","authors","original_publication_year","original_title","title","language_code","average_rating","ratings_count","work_text_reviews_count"
112754,112754,2746769,"Karen Marie Moning",2001,"Kiss of the Highlander","Kiss of the Highlander (Highlander, #4)","English",4.31,32793,1423
12722468,12722468,17858422,"Sally Bedell Smith",2012,"Elizabeth The Queen: The Life Of A Modern Monarch","Elizabeth the Queen: The Life of a Modern Monarch","English",3.85,20063,933
19101283,19101283,24342394,"Jo Nesbø, Charlotte Barslund",2014,"Sønnen","The Son","English",4.07,19393,2270
6839093,6839093,7050578,"John Layman, Rob Guillory",2009,"Taster's Choice","Chew, Vol. 1: Taster's Choice","English",4,27570,1690
785453,785453,771451,"Linda Sue Park",2001,"A Single Shard","A Single Shard","English",3.87,27345,2059
29187,29187,852,"Margaret Weis, Tracy Hickman",1986,"Time of the Twins","Time of the Twins (Dragonlance: Legends, #1)","English",4.13,24671,313
7743117,7743117,17836362,"Christopher Moore",2012,"Sacré Bleu: A Comedy d'Art","Sacré Bleu: A Comedy d'Art","English",3.77,22559,3234
331256,331256,1243896,"Arkady Strugatsky, Boris Strugatsky, Antonina W. Bouis, Antonina W. Bouis, Theodore Sturgeon",1972,"Пикник на обочине","Roadside Picnic","English",4.21,17689,1518
2068676,2068676,2073911,"Meg Cabot",2008,"Queen of Babble Gets Hitched","Queen of Babble Gets Hitched (Queen of Babble, #3)","English",3.82,28734,841
182381,182381,1016559,"Elizabeth Gaskell",1853,"Cranford","Cranford","English",3.85,25805,1710
11761,11761,2968156,"Don DeLillo",1997,"Underworld","Underworld","English",3.92,19152,1583
50140,50140,92349,"Jack Kerouac, Aram Saroyan",1962,"Big Sur","Big Sur","English",3.86,21875,865
200572,200572,463407,"P.G. Wodehouse",1919,"My Man Jeeves","My Man Jeeves (Jeeves, #1)","English",4.13,23020,1423
6368610,6368610,6517530,"Melissa Marr",2010,"Radiant Shadows","Radiant Shadows (Wicked Lovely, #4)","English",3.97,33385,1338
13448656,13448656,18968802,"Kristen Ashley",2012,"Motorcycle Man","Motorcycle Man (Dream Man, #4)","English",4.43,41818,3213
20980987,20980987,40358230,"Amanda Palmer",2014,"The Art of Asking; or, How I Learned to Stop Worrying and Let People Help","The Art of Asking; or, How I Learned to Stop Worrying and Let People Help","English",3.97,20075,2349
14288998,14288998,19928978,"Veronica Rossi",2014,"Into the Still Blue","Into the Still Blue (Under the Never Sky, #3)","English",4.17,33983,3532
296302,296302,1139021,"Ann Brashares",2007,"The Last Summer (of You and Me)","The Last Summer (of You and Me)","English",3.58,26094,2427
95406,95406,1433216,"Garth Ennis, Steve Dillon",1997,"Preacher Vol. 2: Until the End of the World","Preacher, Volume 2: Until the End of the World","English",4.28,24086,423
215543,215543,1946197,"D.J. MacHale",2003,"The Lost City of Faar","The Lost City of Faar (Pendragon, #2)","English",4.16,25401,605
31374,31374,1567538,"Elizabeth  George",1988,"A Great Deliverance","A Great Deliverance (Inspector Lynley, #1)","English",4.06,28027,1248
7194,7194,372756,"Arturo Pérez-Reverte, Sonia Soto",1993,"El club Dumas","The Club Dumas","English",3.82,24090,1541
248482,248482,1139000,"Shannon Hale",2004,"Enna Burning","Enna Burning (The Books of Bayern, #2)","English",3.97,31710,3375
93724,93724,2349900,"Meg Cabot",2005,"Twilight","Twilight (The Mediator, #6)","English",4.26,32489,979
105999,105999,1174365,"Beverly Cleary, Paul O. Zelinsky",1983,"Dear Mr. Henshaw","Dear Mr. Henshaw (Leigh Botts, #1)","English",3.7,28979,1248
3378,3378,2851520,"Douglas Coupland",1991,"Generation X: Tales for an Accelerated Culture","Generation X: Tales for an Accelerated Culture","English",3.73,20030,942
23168277,23168277,42713530,"Viet Thanh Nguyen",2015,"The Sympathizer","The Sympathizer","English",4,20972,3889
16305,16305,907837,"Agatha Christie",1941,"Evil Under the Sun","Evil Under the Sun (Hercule Poirot, #23)","English",3.94,28776,954
17375956,17375956,23743714,"Joanna Wylde",2013,"Reaper's Property","Reaper's Property (Reapers MC, #1)","English",4.13,38499,3336
164542,164542,3022662,"Mary O'Hara, Dave Blossom",1941,"My Friend Flicka (Flicka, #1)","My Friend Flicka (Flicka, #1)","English",4.15,25180,290
12326644,12326644,17305288,"Philippa Gregory, Mirjana Valent",2012,"The Kingmaker's Daughter","The Kingmaker's Daughter (The Plantagenet and Tudor Novels, #4)","English",3.95,24258,2427
292275,292275,734246,"Henrik Ibsen, William Archer",1890,"Hedda Gabler","Hedda Gabler","English",3.79,24567,456
22698568,22698568,42216232,"Erika Johansen",2015,"The Invasion of the Tearling","The Invasion of the Tearling (The Queen of the Tearling, #2)","English",4.15,24341,3535
588369,588369,2977991,"Cecelia Ahern",2006,"A Place Called Here","A Place Called Here","English",3.66,22074,1616
99664,99664,1069201,"W. Somerset Maugham",1925,"The Painted Veil","The Painted Veil","English",3.9,24113,2710
31337,31337,2925858,"Anne Rice",2002,"Blackwood Farm","Blackwood Farm (The Vampire Chronicles, #9)","English",3.85,24567,625
832543,832543,1184118,"Caroline Myss",1996,"Anatomy of the Spirit: The Seven Stages of Power and Healing","Anatomy of the Spirit: The Seven Stages of Power and Healing","English",4.12,20720,477
7036,7036,2647331,"Alexander McCall Smith",2002,"The Kalahari Typing School for Men","The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency, #4)","English",3.99,26837,1265
16158535,16158535,21998951,"Beatriz Williams",2013,"A Hundred Summers","A Hundred Summers","English",3.9,22006,2502
25558608,25558608,45355236,"Sabaa Tahir",2016,"A Torch Against the Night","A Torch Against the Night (An Ember in the Ashes, #2)","English",4.34,30535,5543
556136,556136,2586820,"Gary D. Schmidt",2007,"The Wednesday Wars","The Wednesday Wars","English",4.06,26847,4870
227454,227454,2149493,"R.A. Salvatore",1992,"The Legacy","The Legacy (Forgotten Realms: Legacy of the Drow, #1; Legend of Drizzt, #7)","English",4.18,20882,212
803171,803171,649854,"Judy Schachner",2003,"Skippyjon Jones","Skippyjon Jones","English",4.25,26421,1103
9410421,9410421,14294481,"Nora Roberts",2011,"Chasing Fire","Chasing Fire","English",4.09,26687,1707
95887,95887,2203492,"Brian Tracy",2001,"Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time","Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time","English",3.84,18288,1906
4600,4600,477124,"Sandra Boynton",1982,"Moo, Baa, La La La!","Moo, Baa, La La La!","English",4.19,26065,500
342504,342504,332860,"Wallace D. Wattles",1910,"The Science of Getting Rich","The Science of Getting Rich","English",4.18,19433,544
2277444,2277444,2312106,"James Rollins",2008,"The Last Oracle","The Last Oracle (Sigma Force, #5)","English",4.15,23103,746
101911,101911,99634,"A. Manette Ansay",1994,"Vinegar Hill (P.S.)","Vinegar Hill","English",3.36,23966,901
234501,234501,251634,"David Brin",1983,"Startide Rising","Startide Rising (The Uplift Saga, #2)","English",4.04,24179,485
16282066,35534230,16680623,"Shelly Crane",2011,"Significance","Significance (Significance, #1)","English",4.13,18579,2685
880,880,268880,"Robert   Harris",2003,"Pompeii","Pompeii","English",3.79,22734,1800
25066991,25066991,44751809,"David Baldacci",2015,"The Guilty","The Guilty (Will Robie, #4)","English",4.12,12597,1824
243685,243685,1167354,"Bertrand Russell",1945,"A History of Western Philosophy And Its Connection with Political and Social Circumstances from the Earliest Times to the Present Day","A History of Western Philosophy","English",4.05,20895,686
196764,196764,436014,"Cupcake Brown",2006,"A Piece of Cake: A Memoir","A Piece of Cake","English",4.15,20083,1916
24782,24782,2628,"Lloyd Alexander",1967,"Taran Wanderer","Taran Wanderer (The Chronicles of Prydain #4)","English",4.14,29544,781
136637,136637,1369951,"Douglas Preston, Lincoln Child",2004,"Brimstone","Brimstone (Pendergast, #5; Diogenes, #1)","English",4.12,24949,977
114166,114166,1823830,"Lisa Kleypas",2006,"Devil in Winter","Devil in Winter (Wallflowers, #3)","English",4.26,38100,2570
2169506,2169506,1785549,"Susan Beth Pfeffer",2008,"The Dead and the Gone","The Dead and the Gone (Last Survivors, #2)","English",3.84,28910,2987
6758331,6758331,6954915,"Gena Showalter",2010,"The Darkest Passion (Lords of the Underworld, #5)","The Darkest Passion (Lords of the Underworld #5)","English",4.37,32610,1155
4601396,4601396,4651129,"Chuck Palahniuk",2009,"Pygmy","Pygmy","English",2.96,21242,1782
16130307,16130307,20391423,"Lauren Weisberger",2013,"Revenge Wears Prada: The Devil Returns","Revenge Wears Prada: The Devil Returns (The Devil Wears Prada, #2)","English",2.84,19210,3352
5693,5693,84298,"Anton Chekhov, Richard Pevear, Larissa Volokhonsky",1900,"Рассказы и Повести","Selected Stories","English",4.36,23027,489
11433,11433,221844,"Karen Kingsbury, Gary Smalley",2002,"Redemption","Redemption (Redemption, #1)","English",4.36,22101,811
64481,64481,3337093,"Jennifer Donnelly",2003,"A Northern Light","A Northern Light","English",3.83,29018,3111
79705,79705,76935,"Tim LaHaye, Jerry B. Jenkins",1999,"Apollyon: The Destroyer Is Unleashed","Apollyon (Left Behind, #5)","English",3.97,23202,379
192893,192893,1090544,"Dorothy L. Sayers",1923,"Whose Body?","Whose Body?  (Lord Peter Wimsey, #1)","English",3.91,28214,1609
737957,737957,1223069,"Ross King",2003,"Michelangelo and the Pope's Ceiling","Michelangelo and the Pope's Ceiling","English",3.82,20718,560
11922,11922,14289,"Kelley Armstrong",2002,"Stolen","Stolen (Women of the Otherworld, #2)","English",4.16,34373,1393
85306,85306,1982850,"David Baldacci",2004,"Hour Game","Hour Game (Sean King & Michelle Maxwell, #2)","English",3.94,23124,1289
2277378,2277378,1706478,"Louise Penny",2007,"The Cruelest Month","The Cruelest Month (Chief Inspector Armand Gamache, #3)","English",4.15,23121,2415
10444,10444,1505465,"Noel Streatfeild, Diane Goode",1936,"Ballet Shoes","Ballet Shoes (Shoes, #1)","English",4.06,26211,1036
668,668,1711534,"Ayn Rand, Leonard Peikoff",1936,"We the Living","We the Living","English",3.89,20994,1178
20443207,20443207,31174003,"Marie Rutkoski",2015,"The Winner's Crime","The Winner's Crime (The Winner's Trilogy, #2)","English",4.17,31721,5847
76889,76889,1140,"E.E. Cummings",1954,"100 Selected Poems by e. e. Cummings","100 Selected Poems","English",4.32,22346,387
2202049,2202049,2207811,"Jen Lancaster",2008,"Such a Pretty Fat: One Narcissist's Quest to Discover if Her Life Makes Her Ass Look Big, or Why Pie is Not the Answer","Such a Pretty Fat: One Narcissist's Quest to Discover If Her Life Makes Her Ass Look Big, or Why Pie Is Not the Answer","English",4.06,24631,1920
831194,831194,1462398,"Erin Hunter",2003,"Forest of Secrets","Forest of Secrets (Warriors, #3)","English",4.4,28913,1038
6065182,7234875,5769396,"Sarah Waters",2009,"The Little Stranger","The Little Stranger","English",3.51,21077,4267
17562900,17562900,24495112,"Patricia Briggs",2014,"Night Broken","Night Broken (Mercy Thompson, #8)","English",4.42,31278,3129
17399160,17399160,24221752,"Sara Raasch",2014,"Snow Like Ashes","Snow Like Ashes (Snow Like Ashes, #1)","English",3.98,34993,5410
17830123,17830123,24944980,"Matthew  Thomas",2014,"We Are Not Ourselves","We Are Not Ourselves","English",3.7,18488,3366
59821,59821,1612557,"Nora Roberts",2005,"Red Lily","Red Lily (In the Garden, #3)","English",4.07,29200,747
68526,68526,891853,"Bernard Cornwell",2006,"The Lords of the North","Lords of the North (The Saxon Stories, #3)","English",4.32,20296,811
162719,162719,2979854,"Margaret Peterson Haddix",1999,"Just Ella","Just Ella (The Palace Chronicles, #1)","English",3.75,27884,1439
16122643,16122643,21943963,"Raine Miller",2013,"Eyes wide open","Eyes Wide Open (The Blackstone Affair, #3)","English",4.14,36054,1832
18404427,18404427,26038319,"Lisa See",2014,"China Dolls","China Dolls","English",3.58,20563,2860
238360,238360,841287,"Kate Brian",2005,"Megan Meade's Guide to the McGowan Boys","Megan Meade's Guide to the McGowan Boys","English",3.93,29726,1362
911579,911579,896682,"Russell Hoban, Lillian Hoban",1964,"Bread and Jam for Frances","Bread and Jam for Frances","English",4.2,27933,382
15858,15858,1131006,"Gregory Maguire",2003,"Mirror Mirror","Mirror Mirror","English",3.27,26307,1529
21969786,21969786,22008332,"Patrick Ness",2013,"More Than This","More Than This","English",4.03,21512,5247
95621,95621,92159,"Francine Rivers",1995,"As Sure as the Dawn (Mark of the Lion, #3)","As Sure as the Dawn (Mark of the Lion, #3)","English",4.39,23509,920
16158596,16158596,20077336,"Max Barry",2013,"Lexicon","Lexicon","English",3.9,20524,3520
20701984,20701984,40021855,"Cece Bell, David Lasky",2014,"El Deafo","El Deafo","English",4.13,27630,3677
16140408,16140408,21971325,"Samantha Young",2013,"Down London Road","Down London Road (On Dublin Street, #2)","English",4.24,38186,2935
30069,30069,2431088,"Robert Kirkman, Charlie Adlard",2005,"The Walking Dead, Vol. 3: Safety Behind Bars","The Walking Dead, Vol. 03: Safety Behind Bars","English",4.31,23167,1033
22584,22584,949696,"Philip K. Dick",1974,"Flow My Tears, the Policeman Said","Flow My Tears, the Policeman Said","English",3.93,22063,1187
73385,73385,1408034,"Jude Deveraux",1989,"A Knight in Shining Armor","A Knight in Shining Armor","English",4.23,26636,1886
7157310,7157310,7443037,"Jonathan Maberry",2010,"Rot & Ruin","Rot & Ruin (Rot & Ruin, #1)","English",4.1,25526,3291
2918374,2918374,9375624,"Stephen Crane, George Stade, Richard Fusco",1895,"The Red Badge of Courage","The Red Badge of Courage and Selected Short Fiction","English",3.64,25090,72
5776788,5776788,5948537,"Richard Kadrey",2009,"Sandman Slim","Sandman Slim (Sandman Slim, #1)","English",3.93,22779,2441
5556466,5556466,5727588,"John Hart",2009,"The Last Child","The Last Child","English",4.09,22293,3369
17717,17717,376514,"Jorge Luis Borges, Donald A. Yates, James E. Irby, André Maurois",1962,"Labyrinths","Labyrinths:  Selected Stories and Other Writings","English",4.46,20237,1062
52258,25622850,50983,"Patricia Highsmith",1952,"The Price of Salt","The Price of Salt","English",3.93,16348,2522
9662386,9662386,8003906,"Colleen Houck",2011,"Tiger's Quest","Tiger's Quest (The Tiger Saga, #2)","English",4.34,28303,2691
6319978,6319978,6505300,"Chloe Neill",2009,"Friday Night Bites: A Chicagoland Vampires Novel","Friday Night Bites (Chicagoland Vampires, #2)","English",4.15,36503,1543
365006,365006,1235048,"Frank E. Peretti",1995,"The Oath","The Oath","English",4.06,21092,766
2218252,2218252,3117158,"Anna Godbersen",2008,"Rumors","Rumors (Luxe, #2)","English",3.85,31018,1772
16101018,16101018,21911319,"Drew Daywalt, Oliver Jeffers",2013,"The Day the Crayons Quit","The Day the Crayons Quit","English",4.41,29759,3189
93729,93729,1005489,"Meg Cabot",2002,"Princess in Waiting (The Princess Diaries, #4)","Princess in Waiting (The Princess Diaries, #4)","English",3.66,33327,844
88077,88077,647489,"Thomas Mann, John E. Woods",1924,"Der Zauberberg","The Magic Mountain","English",4.14,21078,1426
32507,32507,2758504,"Michael Connelly",2002,"Chasing the Dime","Chasing the Dime","English",3.96,23771,748
17234658,17234658,23752694,"Claudia Gray",2014,"A Thousand Pieces of You","A Thousand Pieces of You (Firebird, #1)","English",3.94,28422,5563
828084,828084,1685656,"Patricia Reilly Giff",2002,"Pictures of Hollis Woods","Pictures of Hollis Woods","English",4,23708,1699
45245,45245,747250,"Peter F. Hamilton",1996,"The Reality Dysfunction","The Reality Dysfunction (Night's Dawn, #1)","English",4.14,22492,849
119382,119382,291432,"Sidney Sheldon",1988,"The Sands of Time","The Sands of Time","English",3.73,18499,400
13537891,13537891,18625843,"Zadie Smith",2012,"NW","NW","English",3.41,20062,2851
530848,530848,518471,"Heather Brewer",2007,"The Chronicles of Vladimir Tod: Eighth Grade Bites","Eighth Grade Bites (The Chronicles of Vladimir Tod, #1)","English",3.92,28119,2604
10639,10639,1157840,"Barry Schwartz",2004,"The Paradox of Choice: Why More Is Less","The Paradox of Choice: Why More Is Less","English",3.84,20990,1076
30324,30324,895781,"Annette Curtis Klause",1997,"Blood and Chocolate","Blood and Chocolate","English",3.77,33500,2055
6413193,6413193,6602180,"Michael Connelly",2009,"Nine Dragons","Nine Dragons (Harry Bosch, #15; Mickey Haller, #3; Harry Bosch Universe, #18)","English",3.97,22102,2047
9784,9784,3302695,"D.H. Lawrence",1920,"Women in Love","Women in Love (Brangwen Family, #2)","English",3.66,22372,821
31106,31106,2484087,"Jane Green",2007,"Second Chance","Second Chance","English",3.53,22795,1121
889284,889284,924908,"David Brin",1985,"The Postman","The Postman","English",3.87,24778,1007
12799058,12799058,17947342,"Elin Hilderbrand",2012,"Summerland","Summerland","English",3.85,22497,1966
15957,15957,1043652,"Ann Patchett",1992,"The Patron Saint of Liars","The Patron Saint of Liars","English",3.76,20722,2536
96593,96593,1084322,"Jack Canfield, Janet Switzer",2004,"The Success Principles","The Success Principles: How to Get from Where You Are to Where You Want to Be","English",4.26,19634,632
13565914,13565914,19143978,"Kristen Ashley",2012,"Knight","Knight (Unfinished Hero, #1)","English",3.94,44570,3331
7723797,7723797,9815226,"Alexander Osterwalder, Yves Pigneur",2010,"Business Model Generation","Business Model Generation","English",4.16,20389,464
10954979,13707734,15872618,"Stephen Greenblatt",2011,"The Swerve: How the World Became Modern","The Swerve: How the World Became Modern","English",3.83,13405,2179
10108,10108,2505877,"Margaret George",1986,"The Autobiography of Henry VIII. With Notes by His Fool, Will Somers","The Autobiography of Henry VIII: With Notes by His Fool, Will Somers","English",4.25,22571,816
3717,24820339,382865,"Chuck Palahniuk",2004,"Stranger Than Fiction: True Stories","Stranger than Fiction","English",3.56,18091,754
570172,570172,557215,"Norman Doidge",2007,"The Brain That Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science","The Brain That Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science","English",4.2,19319,1651
61181,61181,900675,"Larry Niven",1979,"The Ringworld Engineers","The Ringworld Engineers (Ringworld #2)","English",3.86,22047,443
7766027,7766027,10644152,"Barry Lyga",2012,"I Hunt Killers","I Hunt Killers (Jasper Dent, #1)","English",4.02,25487,3349
17880714,30166123,25040772,"K. Bromberg",2014,"Crashed","Crashed (Driven, #3)","English",4.56,32520,3237
23398625,23398625,42955214,"J. Ryan Stradal",2015,"Kitchens of the Great Midwest","Kitchens of the Great Midwest","English",3.77,21071,3661
1031461,1031461,1017724,"Ann McGovern, Winslow Pinney Pels, Winslow Pinn, Ey Pels",1971,"Stone Soup","Stone Soup","English",4.28,25518,184
15734464,15734464,21416605,"James Patterson, Maxine Paetro",2013,"12th of Never","12th of Never (Women's Murder Club, #12)","English",3.99,19998,1941
15790883,15790883,21512438,"Brian  McClellan",2013,"Promise of Blood","Promise of Blood (Powder Mage, #1)","English",4.16,21192,1834
294042,294042,285323,"James Rollins",2006,"Black Order","Black Order (Sigma Force, #3)","English",4.14,22321,893
2199587,2199587,2205341,"Karin Slaughter",2008,"Fractured","Fractured (Will Trent, #2)","English",4.18,23256,1290
28763485,28763485,48954670,"Nicola Yoon",2016,"The Sun Is Also a Star","The Sun Is Also a Star","English",4.14,42363,8878
23717678,23717678,27228804,"James Patterson, David Ellis",2015,"The Murder House","The Murder House","English",4.05,13837,2191
38180,38180,963772,"Nevil Shute",1957,"On the Beach","On the Beach","English",3.92,24401,1837
22749994,22749994,42295323,"Nick Hornby",2014,"Funny Girl","Funny Girl","English",3.37,17151,2787
6257535,8258519,6232309,"Edward Rutherfurd",2009,"New York","New York","English",4.1,16106,2442
20764879,20764879,43242915,"V.E. Schwab, Victoria Schwab",2016,"A Gathering of Shadows","A Gathering of Shadows (Shades of Magic, #2)","English",4.33,29389,6274
65948,65948,1775449,"Dean Koontz",2000,"From the Corner of His Eye","From the Corner of His Eye","English",4,23641,1016
9833,9833,1468406,"Haruki Murakami, Philip Gabriel, Jay Rubin",2006,"めくらやなぎと、眠る女 [Mekurayanagi to, nemuru onna]","Blind Willow, Sleeping Woman","English",3.83,19216,1600
2815949,2815949,2841882,"Ina Garten, Quentin Bacon",2008,"Barefoot Contessa Back to Basics","Barefoot Contessa Back to Basics","English",4.23,22228,199
31100,31100,31428,"Jane Green",2002,"To Have and to Hold","To Have and to Hold","English",3.61,21001,516
80570,80570,275852,"Koren Zailckas",2005,"Smashed: Story of a Drunken Girlhood","Smashed: Story of a Drunken Girlhood","English",3.5,20658,1181
9355,9355,2269323,"John Irving",2005,"Until I Find You","Until I Find You","English",3.61,20784,1438
6380822,6380822,6568723,"Bree Despain",2009,"The Dark Divine","The Dark Divine (The Dark Divine, #1)","English",3.81,33209,2473
241823,241823,981745,"Clarissa Pinkola Estés",1992,"Women Who Run With the Wolves","Women Who Run With the Wolves: Myths and Stories of the Wild Woman Archetype","English",4.15,21127,1682
2467566,2467566,989032,"Chris Anderson",2006,"The Long Tail: Why the Future of Business Is Selling Less of More","The Long Tail: Why the Future of Business is Selling Less of More","English",3.83,14932,669
54270,54270,2049624,"Adolf Hitler",1925,"Mein Kampf","Mein Kampf","English",3.13,16285,2272
31098,31098,3353274,"Jane Green",2006,"Swapping Lives","Swapping Lives","English",3.56,22521,1007
4201106,4201106,4043423,"Louise Penny",2008,"A Rule Against Murder (Armand Gamache, #4)","A Rule Against Murder (Chief Inspector Armand Gamache, #4)","English",4.21,22817,2239
12951824,12951824,18108731,"Nora Roberts",2012,"The Perfect Hope","The Perfect Hope (Inn Boonsboro, #3)","English",4.14,23185,2051
12368985,12368985,17349258,"Aleatha Romig",2011,"Consequences","Consequences (Consequences, #1)","English",3.97,29809,5338
783127,783127,769132,"Sean Covey",1997,"The 7 Habits Of Highly Effective Teens","The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide","English",4.01,19240,1508
7150174,7150174,7415356,"Tom Angleberger",2010,"The Strange Case of Origami Yoda","The Strange Case of Origami Yoda (Origami Yoda, #1)","English",3.9,23322,2871
33727,33727,2563621,"Jennifer Crusie",1996,"Welcome to Temptation","Welcome to Temptation (Dempseys, #1)","English",3.94,27123,1021
8537327,8537327,13404762,"Thanhha Lai",2011,"Inside Out & Back Again","Inside Out & Back Again","English",4.09,22972,4249
12995284,12995284,10965443,"Josephine Angelini",2012,"Dreamless","Dreamless (Starcrossed, #2)","English",4.2,30424,2230
13323842,13323842,18530561,"Abbi Glines",2012,"Predestined","Predestined (Existence Trilogy, #2)","English",4.09,33711,1462
37875,37875,37673,"Guy Kawasaki",2004,"The Art of the Start: The Time-Tested, Battle-Hardened Guide for Anyone Starting Anything","The Art of the Start: The Time-Tested, Battle-Hardened Guide for Anyone Starting Anything","English",3.82,18466,404
7099273,7099273,7356968,"Wes  Moore, Tavis Smiley",2010,"The Other Wes Moore: One Name, Two Fates","The Other Wes Moore: One Name, Two Fates","English",3.77,19964,3168
86643,86643,2443651,"Ariana Franklin",2007,"Mistress of the Art of Death","Mistress of the Art of Death (Mistress of the Art of Death, #1)","English",3.95,27332,2642
89284,89284,86172,"Tucker Max",2008,"Assholes Finish First","Assholes Finish First (Tucker Max, #2)","English",3.64,19838,772
73086,73086,1040905,"Susan Elizabeth Phillips",1996,"Kiss an Angel","Kiss an Angel","English",4.21,32191,2262
7815744,7815744,10840474,"Dan Ariely",2010,"The Upside of Irrationality: The Unexpected Benefits of Defying Logic at Work and at Home","The Upside of Irrationality: The Unexpected Benefits of Defying Logic at Work and at Home","English",4,22422,799
12358,12358,229722,"Sarah Vowell, Katherine Streeter",2002,"The Partly Cloudy Patriot","The Partly Cloudy Patriot","English",3.9,22819,1368
34898,34898,3217669,"Ruth Stiles Gannett",1948,"My Father's Dragon (My Father's Dragon Trilogy)","My Father's Dragon (My Father's Dragon, #1)","English",4.09,25905,1233
18505832,18505832,26198849,"Greg Iles",2014,"Natchez Burning","Natchez Burning","English",4.12,18722,3121
32416,32416,46673,"Thomas Harris",2006,"Hannibal Rising","Hannibal Rising (Hannibal Lecter, #4)","English",3.44,22767,1317
238126,238126,3093699,"J.D. Robb",1996,"Immortal in Death","Immortal in Death (In Death, #3)","English",4.26,29315,1307
6696602,6696602,6892257,"Sherrilyn Kenyon",2010,"inf","Infinity (Chronicles of Nick, #1)","English",4.04,31598,2731
2149535,2149535,2956823,"Laurell K. Hamilton",2007,"Blood Noir (Anita Blake, Vampire Hunter, #16)","Blood Noir (Anita Blake, Vampire Hunter #16)","English",3.85,32159,939
5933841,5933841,6151926,"Thomas Pynchon",2009,"Inherent Vice","Inherent Vice","English",3.71,18109,2145
10914,10914,1074034,"Jodi Picoult",1992,"Songs of the Humpback Whale: A Novel in Five Voices","Songs of the Humpback Whale","English",3.19,24756,1834
6945530,6945530,6965593,"Guillermo del Toro, Chuck Hogan",2011,"The Night Eternal","The Night Eternal (The Strain Trilogy, #3)","English",3.67,18773,1987
86147,86147,144128,"Jay McInerney",1984,"Bright Lights, Big City","Bright Lights, Big City","English",3.74,21227,1244
16158519,16158519,21998935,"Nora Roberts",2013,"Whiskey Beach","Whiskey Beach","English",3.96,19769,2207
14755,14755,3363757,"Jennifer Weiner",2006,"The Guy Not Taken: Stories","The Guy Not Taken: Stories","English",3.46,20420,1148
1894269,1894269,1895743,"Robert Kirkman",2008,"The Walking Dead, Vol. 8: Made To Suffer","The Walking Dead, Vol. 08: Made to Suffer","English",4.47,22017,776
6337006,6337006,6522883,"Kresley Cole",2010,"Pleasure of a Dark Prince","Pleasure of a Dark Prince (Immortals After Dark #9)","English",4.41,32358,1080
858037,858037,843487,"Syd Hoff",1958,"Danny and the Dinosaur","Danny and the Dinosaur (An I Can Read Book)","English",4,24985,303
9893331,9893331,14785438,"Sara Shepard",2011,"Twisted","Twisted (Pretty Little Liars, #9)","English",4.05,24251,1159
25010281,25010281,44681694,"Michael Connelly",2015,"The Crossing","The Crossing (Harry Bosch, #20; Mickey Haller, #7; Harry Bosch Universe, #25)","English",4.21,17428,2426
40223,40223,598481,"Jacqueline Carey",2003,"Kushiel's Avatar","Kushiel's Avatar (Phèdre's Trilogy, #3)","English",4.37,25782,745
5787,5787,2707897,"Jorge Luis Borges, Andrew Hurley",1947,"El Aleph","The Aleph and Other Stories","English",4.39,16590,799
18134249,18134249,25473547,"Rachel Van Dyken",2013,"Ruin","Ruin (Ruin, #1)","English",4.19,35844,3787
2054,2054,998106,"Raymond Chandler",1953,"The Long Goodbye","The Long Goodbye (Philip Marlowe, #6)","English",4.23,22503,1509
2050,2050,1263111,"Raymond Chandler",1940,"Farewell, My Lovely","Farewell, My Lovely (Philip Marlowe, #2)","English",4.17,21864,1145
24779,24779,3007213,"Lloyd Alexander",1966,"The Castle of Llyr","The Castle of Llyr (The Chronicles of Prydain #3)","English",4.07,27425,738
6289938,6289938,6474295,"Rachel Caine",2009,"Fade Out","Fade Out (The Morganville Vampires, #7)","English",4.2,32918,854
508903,508903,1469462,"Lilian Jackson Braun",1966,"The Cat Who Could Read Backwards","The Cat Who Could Read Backwards (Cat Who..., #1)","English",3.84,23114,956
15993374,15993374,21751013,"Nyrae Dawn",2012,"Charade","Charade (Games, #1)","English",3.98,35216,2006
12959086,12959086,18116462,"Rick Riordan, Haley Riordan",2012,"The Demigod Diaries","The Demigod Diaries","English",4.19,28461,1448
17032328,17032328,23348933,"Courtney Cole",2013,"If You Stay","If You Stay (Beautifully Broken, #1)","English",3.94,31388,1948
20170296,20170296,28028860,"Neil Patrick Harris, David Javerbaum, Antony Hare",2014,"Neil Patrick Harris: Choose Your Own Autobiography","Neil Patrick Harris: Choose Your Own Autobiography","English",3.86,21596,3047
128756,128756,1048701,"Kathy Reichs",1999,"Death du Jour","Death du Jour (Temperance Brennan, #2)","English",3.96,27715,1159
313631,313631,1715387,"Josh McDowell",1977,"More Than a Carpenter","More Than a Carpenter","English",4.19,19269,393
1137215,1137215,1124460,"Cherie Priest",2009,"Boneshaker","Boneshaker (The Clockwork Century, #1)","English",3.5,26202,3735
